Year,Code,Prefecture,A1101,A110101,A110102,A1102,A110201,A110202,A1301,A130101,A130102,A1302,A130201,A130202,A1303,A130301,A130302,A4101,A410101,A410102,A4103,A4200,A420001,A420002,A5101,A510101,A510102,A5102,A510201,A510202,A9101,A9201,B4101,B4102,B4103,B4106,B4109,C3301,C3302,C3801,C3802,C3803,C3804,C5401,C5403,E1101,E1301,E1501,E2101,E2401,E2501,E3101,E3401,E3501,E3701,E3702,E4101,E4401,E4501,E4601,E4602,E6101,E6102,E6201,E6202,E6301,E6302,E6501,E650110,E6502,E650210,E7101,E7102,E7201,E7202,F3101,F3102,F3103,F3104,F3105,F3106,G5105,H1800,H1801,H1802,H1803,H2600,H2601,H2602,H2603,I510120,I5102,I5103,J2503,J2505,J250502,J2506,J2526,L3221,L322101,L322102,L322103,L322104,L322105,L322106,L322107,L322108,L322109,L322110
2007,R26000,ãûìsï{,2643000,1270000,1373000,2598000,1248000,1349000,348000,178000,170000,1717000,847000,870000,571000,241000,330000,21597,11101,10496,1.18,22619,11682,10937,57453,31213,26240,61790,34013,27777,13978,4962,16.3,34.6,1.9,109,1212.5,10953,2395990,990,30992,177,19536,116600,309300,233,2229,32507,447,8652,141636,204,5084,71163,23637,22730,106,5271,71436,22901,14776,17,31,369,8336,7131,136626,3295,525,30111,4279,66,59,15986,5914,101563,433908,332485,28186,27887,23827,97034,18316,4934,6685,6450,1490827,603113,595874,278339,165,2530,1323,489,49269,168,50164,6797,288640,75153,21549,20204,8446,13393,13653,30472,11671,30907,63194
2006,R26000,ãûìsï{,2646000,1272000,1374000,2601000,1250000,1351000,348000,178000,170000,1743000,860000,883000,552000,232000,320000,22100,11368,10732,1.19,22419,11488,10931,59001,31896,27105,61791,34048,27743,14477,5091,15.9,34.9,0.9,114,1582.5,13296,3424078,1009,30844,172,19232,111000,266700,236,2230,33361,450,8479,142185,209,4934,70132,23356,22422,106,5325,73653,24197,15222,19,30,381,8288,7546,135225,3471,579,29967,4235,66,60,17657,5675,105287,446107,387702,29504,29030,24841,101021,25868,6088,9937,9709,2028483,746042,856676,419515,165,2506,1317,492,49019,162,50369,6805,273516,74662,20370,21041,8131,12403,11376,30844,10458,25196,59036
2017,R27000,ëÂç„ï{,8823000,4241000,4583000,8657000,4162000,4495000,1069000,546000,522000,5356000,2653000,2702000,2399000,1041000,1358000,66602,34131,32471,1.35,87082,46436,40646,152881,81596,71285,149920,82224,67696,45463,16931,16.8,33.8,2.9,85,1275.5,28506,7747009,1230,89598,498,71193,148300,764400,649,6706,92129,1011,27792,441161,527,16829,232262,79381,75718,258,14975,232280,75043,44626,25,55,613,13391,10804,218879,4817,583,46356,4247,227,43,73006,10755,252030,1105390,1554140,71519,64850,56627,328328,67648,10760,33138,23493,4610223,1274326,1873172,1443265,482,8400,5509,1323,150592,1190,148658,15443,260814,74537,20044,20434,8495,9127,14062,28087,9996,25888,50143
2016,R27000,ëÂç„ï{,8833000,4249000,4583000,8672000,4174000,4498000,1083000,554000,529000,5383000,2667000,2716000,2366000,1029000,1338000,68816,35343,33473,1.37,84390,45092,39298,152537,82271,70266,150743,82905,67838,46186,17279,17.7,35,3.4,105,1453.5,29670,8597956,1160,80869,421,62306,147800,690600,679,6809,97597,1015,27493,444586,528,16943,238200,81618,78093,257,15117,235580,75858,45264,25,55,643,13258,11034,215824,5021,578,46614,4351,224,44,71912,10641,276551,1190860,1408554,75551,68991,60324,307724,70054,11406,32990,25318,4894962,1354934,2076004,1441333,483,8387,5553,1268,143580,1434,142096,15896,251435,76832,11594,20580,8724,10316,12272,26565,10883,23429,50242
2015,R27000,ëÂç„ï{,8839469,4256049,4583420,8524530,4101504,4423026,1093111,558854,534257,5341654,2635813,2705841,2278324,990815,1287509,70596,35936,34660,1.39,83577,44779,38798,156413,84364,72049,154117,85007,69110,46689,18101,17.2,33.2,3.3,119,1648.5,27979,8257236,1137,77894,387,59284,146900,555900,693,6836,102095,1027,27436,449927,531,17086,244705,82869,79149,257,15068,236700,74413,44992,26,55,652,13208,11350,212562,5071,569,45613,4383,228,46,70779,10401,298965,1290647,1349013,81605,74185,65018,261517,66896,10343,30037,25967,4628737,1243692,2022923,1329531,491,8342,5540,1208,138106,1365,137405,16370,260187,73482,18657,22266,8118,10051,11632,28431,9223,24166,54160
2014,R27000,ëÂç„ï{,8845000,4262000,4583000,8691000,4191000,4500000,1122000,574000,548000,5446000,2695000,2752000,2267000,988000,1279000,69968,35787,34181,1.31,81653,43783,37870,149142,79885,69257,149533,82544,66989,46934,17834,16.7,32.1,2.2,101,1278.5,27625,8208878,1130,76128,371,57147,145600,513500,766,7723,116952,1033,27215,455633,534,17025,248947,83664,80014,257,14901,236529,73852,43869,27,57,665,13128,11809,206305,5291,618,45613,4387,226,45,70409,10790,321909,1379821,1326705,95350,88507,77549,257676,63730,9664,28747,25000,4585566,1173577,2107477,1288072,491,8307,5505,1169,129251,1124,136829,20098,267169,71683,15942,21883,7940,13304,10655,31534,14941,25248,54039
2013,R27000,ëÂç„ï{,8856000,4271000,4585000,8699000,4199000,4500000,1138000,582000,556000,5527000,2734000,2792000,2184000,950000,1234000,72054,36949,35105,1.32,81864,43932,37932,153281,82731,70550,149904,82360,67544,48596,18104,17.1,34.8,1.7,88,1418,32709,8670033,1157,76311,374,56992,145900,432100,774,7740,119145,1036,27133,463068,533,16954,252766,85560,81724,260,14881,232995,71422,41655,29,56,683,12994,11915,206260,5112,560,44607,4331,231,50,70266,10814,350205,1531477,1335156,104894,96731,85046,264923,68806,12493,27967,28197,5299648,1516757,2466819,1303377,496,8293,5515,1139,126302,1390,134552,19791,272813,72205,24337,21382,8796,12900,10320,31290,11594,27179,52810
2012,R27000,ëÂç„ï{,8861000,4277000,4584000,8703000,4204000,4499000,1152000,589000,563000,5605000,2772000,2833000,2099000,913000,1186000,73012,37419,35593,1.31,80472,43006,37466,154847,83551,71296,149466,82094,67372,48114,18761,16.6,34.3,2,97,1519.5,30072,8031191,1167,74991,359,55367,149200,426300,780,7750,120743,1039,26973,471301,532,16728,253485,83617,80083,261,14987,232159,72506,41785,30,56,710,12956,12306,205507,5671,609,43559,4406,236,51,69268,9589,385141,1690073,1195818,105643,97765,85745,304696,60847,11469,21823,27446,4962950,1383434,2514589,1055640,496,8253,5482,1166,128575,2050,137476,19948,276646,70246,21660,20872,9775,12096,14268,31504,17296,25123,53806
2011,R27000,ëÂç„ï{,8863000,4281000,4582000,8702000,4207000,4495000,1163000,595000,568000,5685000,2812000,2874000,2012000,873000,1139000,73919,37553,36366,1.3,78952,42528,36424,156059,84488,71571,151156,83019,68137,48581,19407,16.9,33.4,1,94,1614,30319,7673973,1185,74607,356,54733,150500,428900,785,7740,120602,1041,27000,482283,533,16516,253152,83243,79899,260,14913,227181,68556,39846,31,56,730,12878,13029,206486,5800,672,44644,4558,238,55,68350,9853,421584,1787353,1044223,105505,97179,85916,309902,59590,11364,21350,26302,4871782,1385962,2386030,1064387,495,8225,5443,1148,127604,1710,134386,20066,264034,71037,23403,20041,8674,10992,12140,25210,13949,28654,49934
2010,R27000,ëÂç„ï{,8865245,4285566,4579679,8584957,4149064,4435893,1165200,596004,569196,5648070,2787336,2860734,1962748,852107,1110641,75080,38441,36639,1.33,76556,41641,34915,151123,82663,68460,154693,84704,69989,51242,20752,17.3,35.2,2.6,100,1568,30977,7544623,1234,75963,365,55374,151700,443600,795,7747,122038,1043,26976,492154,534,16105,248276,80638,77394,265,14799,225421,69633,40873,31,55,746,12595,13545,206642,6200,690,44430,4813,238,56,68667,9741,447004,1897522,891219,97595,89961,80970,326542,56864,11740,18975,25693,4803863,1424420,2381881,965769,501,8238,5458,1116,123682,1396,129132,19345,256317,69515,19886,19791,7931,9833,9847,28939,11667,26552,52354
2009,R27000,ëÂç„ï{,8855000,4284000,4571000,8685000,4204000,4480000,1208000,619000,589000,5655000,2794000,2861000,1938000,846000,1093000,75250,38692,36558,1.28,73135,40067,33068,159651,88653,70998,161924,89651,72273,51689,20737,17.1,32.5,3.3,105,1165,29032,7967852,1253,72723,357,51993,157300,493700,804,7864,125693,1042,26829,498933,532,15773,247972,83085,79447,272,14711,219674,67766,40050,33,55,792,12449,14449,204764,6676,780,43186,4963,239,59,69779,9856,450961,1928430,737002,91247,84849,76699,317728,52039,10938,17636,22430,4373005,1336629,2162983,819173,500,8231,5429,1133,126040,1724,132421,19210,270714,69415,23060,19941,7658,11376,11006,28499,12530,27245,59983
2008,R27000,ëÂç„ï{,8847000,4283000,4564000,8674000,4202000,4473000,1213000,621000,592000,5725000,2828000,2897000,1868000,815000,1054000,77400,39724,37676,1.28,72930,39777,33153,161589,88202,73387,165157,91524,73633,52998,20490,17,33.3,1.9,108,1262.5,30900,9839096,1283,71873,351,51142,165300,572100,806,7968,130192,1042,26359,502941,530,15522,243533,78731,75003,274,14789,219345,66940,38966,35,55,831,12292,15864,205430,7561,910,44990,4749,245,62,74594,9930,380041,1459185,1017966,96187,87591,79952,290609,71497,10982,28019,31548,5616676,1367829,2937570,1248506,502,8198,5415,1164,127962,1601,134599,19441,283535,74446,23818,20965,8912,13262,11184,26975,13137,30650,60186
2007,R27000,ëÂç„ï{,8839000,4282000,4557000,8664000,4199000,4465000,1215000,622000,593000,5793000,2861000,2932000,1803000,786000,1017000,76914,39296,37618,1.24,70283,38346,31937,164884,89556,75328,169836,94302,75534,51994,20328,17.6,34.6,4.3,98,962.5,31581,10048928,1305,71176,341,50241,163600,526100,808,7964,133243,1044,25985,502413,527,15370,243092,80150,76651,285,14927,218677,67575,38538,36,56,873,12153,17441,205360,8131,963,44722,4600,248,64,80436,10379,344661,1377423,1455958,105847,95399,87298,327085,73058,11057,28583,33001,5744192,1402434,3058653,1258690,508,8291,5394,1161,127310,1789,134308,19107,281867,69451,25491,19398,9049,12294,14053,31584,13480,26964,60102
2006,R27000,ëÂç„ï{,8828000,4281000,4547000,8654000,4198000,4456000,1218000,624000,594000,5872000,2901000,2971000,1725000,750000,975000,77641,39735,37906,1.22,69007,37664,31343,166172,90808,75364,172525,96152,76373,53142,20465,17,35,2.3,112,1399.5,38624,12029607,1316,69157,327,48012,157500,436600,814,7999,136782,1048,25660,502991,527,15094,239492,79391,75834,284,15014,222916,71188,39544,39,55,906,11935,18903,204068,8995,1087,44795,4654,247,69,86825,11041,361279,1450801,1608883,112703,102189,93584,335377,96762,13354,39704,43233,7467235,1681076,3999324,1759468,510,8213,5352,1150,125198,2285,130957,18473,267819,67922,22832,19914,7725,11618,11440,26785,15780,27128,56675
2017,R28000,ï∫å…åß,5503000,2624000,2879000,5417000,2583000,2834000,692000,355000,338000,3252000,1595000,1657000,1558000,674000,884000,41605,21275,20330,1.47,56584,29109,27475,85438,45900,39538,92095,49990,42105,25480,9113,16.8,32.6,3.2,86,1196,21037,5071492,1525,44704,434,29578,102100,255800,558,4322,54317,766,18576,291341,387,10643,149600,51201,49026,207,10222,142429,46333,28069,17,37,388,6886,6430,114125,2899,277,24761,2077,96,81,18649,7498,135735,574133,661933,36367,38425,31428,192964,33444,9743,13033,10520,2822643,1175020,1004951,631071,318,5053,2981,935,99243,1572,92768,9262,235238,71263,12337,15764,9452,10388,9765,31082,4262,24780,46145
2016,R28000,ï∫å…åß,5520000,2633000,2887000,5438000,2594000,2844000,702000,359000,343000,3284000,1610000,1673000,1535000,663000,871000,43378,22346,21032,1.49,55422,28505,26917,85933,46016,39917,92693,50814,41879,25808,9302,17.8,33.7,3.9,96,1346.5,22482,5383201,1554,44189,428,28552,101300,238200,578,4454,58076,771,18384,293190,386,10693,152827,51962,49820,207,10329,144943,47201,28645,17,37,376,6853,6633,112892,3014,283,25022,1954,97,81,18383,7724,143946,620431,600960,37977,40133,32872,184646,34793,10627,14011,10117,2897957,1282881,935549,675482,318,5033,3011,900,85944,1050,89741,9516,264958,75177,21605,16592,7773,10528,12004,30157,10409,27831,52882
2015,R28000,ï∫å…åß,5534800,2641561,2893239,5398880,2576313,2822567,706871,361675,345196,3280212,1602852,1677360,1481646,639761,841885,44015,22672,21343,1.48,55391,28371,27020,87946,47508,40438,95355,52146,43209,26422,9774,17.3,31.7,3.6,113,1578,21577,5077588,1574,43494,423,27623,100700,214700,611,4520,61818,782,18423,296690,389,10814,156364,52957,50931,209,10345,145323,46229,28015,17,38,383,6815,6796,112703,3100,309,25173,2076,94,83,17746,7413,157523,675223,560974,41964,44097,36549,159904,33981,10089,11510,12191,2902343,1225087,1093915,564657,321,5002,2987,878,82666,942,86573,10103,263986,73860,17761,18342,9556,11817,11848,29926,8905,25931,56040
2014,R28000,ï∫å…åß,5550000,2650000,2900000,5473000,2614000,2859000,732000,375000,357000,3349000,1641000,1709000,1460000,630000,830000,44352,22778,21574,1.41,54147,28099,26048,86390,46458,39932,93482,51090,42392,26941,9598,16.7,30.6,3,90,1222,21382,5205238,1610,43709,421,27771,100300,206000,696,5032,69768,790,18429,299948,391,10890,158659,53579,51535,212,10317,145112,45872,27875,17,39,387,6734,6927,113099,3089,329,25294,2073,91,86,17486,7789,169822,727093,542567,47249,50052,41064,155052,33520,9811,11886,11188,2921444,1200119,1091379,601756,321,4983,2987,837,78502,552,83497,11513,260364,69948,12143,19177,10225,11798,12309,32575,12467,26829,52891
2013,R28000,ï∫å…åß,5565000,2659000,2906000,5487000,2623000,2864000,741000,379000,362000,3409000,1670000,1739000,1408000,606000,802000,45673,23309,22364,1.42,54366,28016,26350,88382,47473,40909,93596,51070,42526,27826,10047,17,33.1,2.1,87,1297.5,24850,5326267,1637,43274,414,27129,99600,201700,698,5005,70987,797,18497,304052,391,10880,161171,54500,52295,212,10263,143867,45400,27189,17,41,381,6715,7099,114202,3224,307,25338,2096,93,87,17253,7917,182665,793132,506195,51100,54457,44550,158025,36420,12141,11379,12685,3283497,1500673,1186789,577127,320,5010,2992,832,77372,802,82628,11356,267048,68819,11294,18202,8682,11124,13408,42990,11292,30022,51215
2012,R28000,ï∫å…åß,5575000,2665000,2910000,5499000,2630000,2869000,750000,384000,366000,3466000,1698000,1768000,1355000,581000,774000,46436,23854,22582,1.4,53657,27858,25799,90850,49137,41713,92145,50178,41967,28236,10264,16.6,33.2,2.2,97,1254.5,23413,5188601,1663,43289,410,26774,96900,196100,708,4996,71557,802,18571,308950,392,10920,162116,53852,51764,213,10276,144054,46249,27556,17,42,401,6693,7377,114790,3366,318,25490,2167,94,91,17322,8241,192013,852515,472446,51564,54875,44816,189637,33129,10927,9653,12092,3050332,1360296,1156275,501404,317,4971,2990,838,76403,927,81557,11031,269877,69327,19445,19056,9782,11184,11907,36711,9945,26605,55914
2011,R28000,ï∫å…åß,5584000,2670000,2914000,5506000,2634000,2872000,757000,387000,370000,3521000,1725000,1796000,1304000,558000,746000,47351,24196,23155,1.4,52259,27515,24744,93085,50120,42965,91851,50104,41747,28283,10308,16.8,32.5,1.1,91,1624.5,22574,4986313,1709,43529,411,26437,97400,197200,724,4972,70804,809,18609,315644,392,10861,161853,53452,51356,213,10159,142961,44568,26721,19,42,430,6691,7807,114321,3665,391,24544,2180,92,96,17056,8746,202100,883666,441828,52366,55543,45942,195875,33013,10770,9554,12507,3067945,1350942,1206726,492744,316,4967,2966,804,73708,1071,78254,10511,272360,70132,17040,18262,9759,11699,11916,32839,11238,31361,58115
2010,R28000,ï∫å…åß,5588133,2673328,2914805,5459903,2609874,2850029,759277,388154,371123,3515442,1718449,1796993,1281486,548005,733481,47834,24664,23170,1.41,51568,27056,24512,90632,48855,41777,93275,50710,42565,29752,10738,17.2,33.5,2.7,92,1633,22667,4822007,1752,43384,406,25764,98300,204200,726,4904,71283,812,18544,321173,397,10721,160222,52899,50810,217,10235,143271,45518,27270,19,42,448,6570,7977,113384,3627,389,24196,2305,94,96,16423,8701,219047,972344,402086,52143,55033,47015,207433,32490,11229,10676,10281,2983089,1404250,1029778,532186,317,4951,2963,789,71544,997,75374,10336,275533,70666,12522,19431,7972,12006,12510,33361,16424,32890,57751
2009,R28000,ï∫å…åß,5591000,2677000,2914000,5509000,2639000,2871000,771000,394000,377000,3539000,1730000,1808000,1273000,546000,726000,47592,24332,23260,1.33,48864,25903,22961,97234,53630,43604,97031,53849,43182,29980,10808,17.1,31.4,3.7,99,1197.5,21624,4606979,1799,43886,410,25709,101500,213900,742,4898,72088,824,18506,325442,398,10631,160879,54466,52264,218,10259,142682,45742,27777,19,42,474,6502,8140,111342,3644,485,23391,2361,98,100,16318,9424,233374,1038261,351290,51227,53435,46484,201640,33554,10754,10569,10057,2923835,1345702,981260,502731,319,4936,2947,850,76381,905,80314,10771,283793,73926,14819,19563,8672,14822,11654,37411,12473,33592,56862
2008,R28000,ï∫å…åß,5592000,2678000,2914000,5509000,2639000,2870000,778000,398000,380000,3576000,1748000,1828000,1233000,528000,705000,48833,24857,23976,1.34,49074,25690,23384,98104,53508,44596,98218,54195,44023,30486,10658,17,31.7,1.8,102,1041,24001,6147474,1847,44957,402,26275,106400,233400,748,4870,73990,832,18551,327124,400,10603,159650,52295,50193,221,10381,144169,45479,27400,20,43,485,6313,8638,109700,4136,480,24162,2189,101,91,16786,9336,211237,826243,468366,50680,53442,46128,187965,38856,10992,13970,13199,3315806,1404970,1225953,636449,321,4908,2917,869,77797,770,80989,10826,290268,74056,13389,19815,10942,14565,12891,33945,10888,34559,65218
2007,R28000,ï∫å…åß,5593000,2679000,2914000,5508000,2639000,2869000,783000,401000,382000,3609000,1764000,1845000,1197000,512000,685000,48685,25183,23502,1.3,47877,25476,22401,100403,54612,45791,101840,56158,45682,30433,10821,17.4,32.4,4.5,93,922,24967,7328442,1879,47883,392,26085,100300,197300,758,4899,75150,832,18305,327311,400,10611,160120,53406,51312,220,10392,145941,46600,27623,21,42,604,6044,9607,108950,4578,541,24068,2301,102,95,17730,9794,197195,791150,615843,54091,57156,49150,211341,39895,10596,13214,15501,3603471,1382204,1567200,624122,322,4891,2910,869,77516,675,80461,10596,254612,67675,8906,18300,8377,12015,9841,29411,10303,29187,60597
2006,R28000,ï∫å…åß,5592000,2679000,2913000,5508000,2639000,2869000,790000,404000,385000,3646000,1782000,1864000,1155000,492000,663000,48771,25096,23675,1.28,46476,24701,21775,102407,55693,46714,102309,56600,45709,31044,10914,16.9,33.3,2.7,103,1479.5,29560,7970084,1907,43218,386,24401,94400,182500,762,4872,75878,834,18111,328422,400,10575,159530,53813,51672,222,10566,149907,48938,28393,23,39,630,5890,10573,108090,4983,565,24601,2208,105,97,18723,9912,205262,823938,684236,56003,59245,50831,216484,52152,12166,17068,22623,4653659,1629284,2243066,755160,321,4851,2886,854,76330,873,79802,10409,264120,70008,12424,18875,7655,12035,10345,35697,11746,29975,55360
2017,R29000,ìﬁó«åß,1348000,635000,712000,1338000,631000,707000,163000,83000,80000,776000,374000,402000,408000,178000,230000,8965,4583,4382,1.33,14486,7344,7142,23136,11801,11335,26603,13863,12740,5492,2055,15.4,33.2,0,94,1291,5470,1031043,406,9197,66,4409,52300,152200,175,1340,13754,209,4871,70093,117,2928,37756,12808,12505,53,2650,36533,11983,6970,4,11,114,1528,1380,19690,531,128,4351,372,34,32,2890,3347,31528,132518,146878,8317,9708,7021,45988,6377,2640,1934,1753,624933,323519,183596,116121,75,1204,690,199,24723,287,23835,3110,303831,74188,13204,22855,10729,12285,13940,38568,22188,32536,63339
2016,R29000,ìﬁó«åß,1356000,640000,717000,1347000,635000,712000,166000,85000,81000,789000,380000,409000,401000,175000,226000,9430,4780,4650,1.36,14054,7213,6841,23004,11822,11182,26623,13768,12855,5628,2183,16,34.3,0.5,109,1493.5,5652,1058289,405,8690,63,3860,52500,149500,183,1378,14392,215,4881,70852,117,2934,38760,13255,12989,53,2631,36967,12061,7082,4,11,130,1520,1402,19539,533,114,4436,365,34,32,2921,3730,34263,145369,137904,8561,10042,7243,44046,6738,2748,2081,1882,663183,340299,195938,123946,73,1208,689,190,23746,260,23077,3338,323726,79763,16678,23745,11276,13165,16544,48065,13748,35162,65580
2015,R29000,ìﬁó«åß,1364316,643946,720370,1351535,638330,713205,168970,86393,82577,796552,382752,413800,388614,169346,219268,9832,5041,4791,1.38,13920,7077,6843,23796,12182,11614,27758,14643,13115,5691,2309,15.5,32.6,0.8,129,1512,5291,988892,446,9051,60,3675,52600,148200,186,1365,14983,216,4895,72022,117,2976,39408,13197,12941,53,2652,37455,11962,7044,4,11,127,1518,1432,20519,547,106,4692,385,35,33,2732,3937,37035,155069,129180,9135,10791,7674,37582,6542,2714,1666,2138,647351,335627,216825,92973,74,1199,696,190,23309,253,22761,3250,334972,79486,20042,24052,11653,15143,15362,48043,11418,38329,71445
