5,市区町村コード,町丁字コード,地域識別番号,秘匿処理,秘匿先情報,合算地域,都道府県名,市区町村名,大字・町名,字・丁目名,一般世帯総数（住居の種類・住宅の所有の関係）,住宅に住む一般世帯,主世帯,持ち家,公営・都市再生機構・公社の借家,民営の借家,給与住宅,間借り,住宅以外に住む一般世帯,住居の種類「不詳」,一般世帯人員総数（住居の種類・住宅の所有の関係）  ,住宅に住む一般世帯,主世帯,持ち家,公営・都市再生機構・公社の借家,民営の借家,給与住宅,間借り,住宅以外に住む一般世帯,住居の種類「不詳」,1世帯当たり人員総数（住居の種類・住宅の所有の関係）  ,住宅に住む一般世帯,主世帯,持ち家,公営・都市再生機構・公社の借家,民営の借家,給与住宅,間借り,住宅以外に住む一般世帯,住居の種類「不詳」
3591,"13122","021001","3","","","","東京都","葛飾区","柴又","１丁目",1852,1835,1808,1082,90,613,23,27,17,-,3894,3872,3826,2718,181,881,46,46,22,-,2.1025917927,2.1100817439,2.1161504425,2.5120147874,2.0111111111,1.4371941272,2.0000000000,1.7037037037,1.2941176471,-
3592,"13122","021002","3","","","","東京都","葛飾区","柴又","２丁目",1090,1087,1079,807,72,194,6,8,3,-,2687,2683,2666,2168,130,344,24,17,4,-,2.4651376147,2.4682612695,2.4708063021,2.6864931846,1.8055555556,1.7731958763,4.0000000000,2.1250000000,1.3333333333,-
3593,"13122","021003","3","","","","東京都","葛飾区","柴又","３丁目",1649,1644,1627,906,180,515,26,17,5,-,3835,3826,3792,2439,376,915,62,34,9,-,2.3256519102,2.3272506083,2.3306699447,2.6920529801,2.0888888889,1.7766990291,2.3846153846,2.0000000000,1.8000000000,-
3594,"13122","021004","3","","","","東京都","葛飾区","柴又","４丁目",1779,1770,1744,1052,88,547,57,26,9,-,3937,3922,3869,2637,203,890,139,53,15,-,2.2130410343,2.2158192090,2.2184633028,2.5066539924,2.3068181818,1.6270566728,2.4385964912,2.0384615385,1.6666666667,-
3595,"13122","021005","3","","","","東京都","葛飾区","柴又","５丁目",1413,1377,1366,725,69,553,19,11,36,-,3256,3210,3184,1917,179,1045,43,26,46,-,2.3043170559,2.3311546841,2.3308931186,2.6441379310,2.5942028986,1.8896925859,2.2631578947,2.3636363636,1.2777777778,-
3596,"13122","021006","3","","","","東京都","葛飾区","柴又","６丁目",1350,1345,1325,779,70,411,65,20,5,-,3096,3084,3050,2006,191,691,162,34,12,-,2.2933333333,2.2929368030,2.3018867925,2.5750962773,2.7285714286,1.6812652068,2.4923076923,1.7000000000,2.4000000000,-
3597,"13122","021007","3","","","","東京都","葛飾区","柴又","７丁目",686,672,669,417,36,206,10,3,14,-,1522,1495,1490,1032,78,354,26,5,27,-,2.2186588921,2.2247023810,2.2272047833,2.4748201439,2.1666666667,1.7184466019,2.6000000000,1.6666666667,1.9285714286,-
3598,"13122","0220","2","","","","東京都","葛飾区","新宿","",5547,5513,5416,3054,1107,1130,125,97,34,-,12280,12213,12050,7818,2059,1917,256,163,67,-,2.2138092663,2.2153092690,2.2248892171,2.5599214145,1.8599819332,1.6964601770,2.0480000000,1.6804123711,1.9705882353,-
3599,"13122","022001","3","","","","東京都","葛飾区","新宿","１丁目",1055,1051,1036,646,166,212,12,15,4,-,2363,2354,2327,1552,334,413,28,27,9,-,2.2398104265,2.2397716461,2.2461389961,2.4024767802,2.0120481928,1.9481132075,2.3333333333,1.8000000000,2.2500000000,-
3600,"13122","022002","3","","","","東京都","葛飾区","新宿","２丁目",787,777,754,501,-,251,2,23,10,-,1754,1734,1693,1330,-,361,2,41,20,-,2.2287166455,2.2316602317,2.2453580902,2.6546906188,-,1.4382470120,1.0000000000,1.7826086957,2.0000000000,-
3601,"13122","022003","3","","","","東京都","葛飾区","新宿","３丁目",734,723,700,494,-,193,13,23,11,-,1843,1827,1780,1399,-,356,25,47,16,-,2.5108991826,2.5269709544,2.5428571429,2.8319838057,-,1.8445595855,1.9230769231,2.0434782609,1.4545454545,-
3602,"13122","022004","3","","","","東京都","葛飾区","新宿","４丁目",977,972,959,408,231,246,74,13,5,-,2053,2041,2025,1037,428,442,118,16,12,-,2.1013306039,2.0997942387,2.1115745568,2.5416666667,1.8528138528,1.7967479675,1.5945945946,1.2307692308,2.4000000000,-
3603,"13122","022005","3","","","","東京都","葛飾区","新宿","５丁目",861,857,838,636,-,179,23,19,4,-,1860,1850,1823,1464,-,280,79,27,10,-,2.1602787456,2.1586931155,2.1754176611,2.3018867925,-,1.5642458101,3.4347826087,1.4210526316,2.5000000000,-
3604,"13122","022006","3","","","","東京都","葛飾区","新宿","６丁目",1133,1133,1129,369,710,49,1,4,-,-,2407,2407,2402,1036,1297,65,4,5,-,-,2.1244483672,2.1244483672,2.1275465013,2.8075880759,1.8267605634,1.3265306122,4.0000000000,1.2500000000,-,-
3605,"13122","0230","2","","","","東京都","葛飾区","金町","",8500,8408,8313,4881,469,2701,262,95,92,-,17140,17015,16835,11596,895,3943,401,180,125,-,2.0164705882,2.0236679353,2.0251413449,2.3757426757,1.9083155650,1.4598296927,1.5305343511,1.8947368421,1.3586956522,-
3606,"13122","023001","3","","","","東京都","葛飾区","金町","１丁目",1159,1127,1121,788,119,161,53,6,32,-,2485,2445,2431,1839,246,277,69,14,40,-,2.1440897325,2.1694764862,2.1685994648,2.3337563452,2.0672268908,1.7204968944,1.3018867925,2.3333333333,1.2500000000,-
3607,"13122","023002","3","","","","東京都","葛飾区","金町","２丁目",1620,1616,1602,895,22,669,16,14,4,-,3258,3251,3227,2168,70,957,32,24,7,-,2.0111111111,2.0117574257,2.0143570537,2.4223463687,3.1818181818,1.4304932735,2.0000000000,1.7142857143,1.7500000000,-
3608,"13122","023003","3","","","","東京都","葛飾区","金町","３丁目",1926,1918,1887,1091,67,716,13,31,8,-,3793,3781,3712,2585,75,1031,21,69,12,-,1.9693665628,1.9713242961,1.9671436142,2.3693858845,1.1194029851,1.4399441341,1.6153846154,2.2258064516,1.5000000000,-
3609,"13122","023004","3","","","","東京都","葛飾区","金町","４丁目",1188,1153,1145,590,136,283,136,8,35,-,2414,2373,2359,1479,243,451,186,14,41,-,2.0319865320,2.0581092801,2.0602620087,2.5067796610,1.7867647059,1.5936395760,1.3676470588,1.7500000000,1.1714285714,-
3610,"13122","023005","3","","","","東京都","葛飾区","金町","５丁目",1444,1435,1417,645,125,625,22,18,9,-,2668,2655,2626,1558,261,772,35,29,13,-,1.8476454294,1.8501742160,1.8532110092,2.4155038760,2.0880000000,1.2352000000,1.5909090909,1.6111111111,1.4444444444,-
3611,"13122","023006","3","","","","東京都","葛飾区","金町","６丁目",1163,1159,1141,872,-,247,22,18,4,-,2522,2510,2480,1967,-,455,58,30,12,-,2.1685296647,2.1656600518,2.1735319895,2.2557339450,-,1.8421052632,2.6363636364,1.6666666667,3.0000000000,-
3612,"13122","0240","2","","","","東京都","葛飾区","金町浄水場","",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3613,"13122","0250","2","","","","東京都","葛飾区","東金町","",10926,10869,10774,4959,2110,3567,138,95,57,-,23295,23170,22982,13114,3961,5619,288,188,125,-,2.1320702910,2.1317508510,2.1330981994,2.6444847752,1.8772511848,1.5752733389,2.0869565217,1.9789473684,2.1929824561,-
3614,"13122","025001","3","","","","東京都","葛飾区","東金町","１丁目",2755,2751,2726,1036,1232,441,17,25,4,-,5615,5603,5560,2889,2028,611,32,43,12,-,2.0381125227,2.0367139222,2.0396184886,2.7886100386,1.6461038961,1.3854875283,1.8823529412,1.7200000000,3.0000000000,-
3615,"13122","025002","3","","","","東京都","葛飾区","東金町","２丁目",1745,1739,1732,341,680,659,52,7,6,-,3571,3565,3556,833,1515,1067,141,9,6,-,2.0464183381,2.0500287522,2.0531177829,2.4428152493,2.2279411765,1.6191198786,2.7115384615,1.2857142857,1.0000000000,-
3616,"13122","025003","3","","","","東京都","葛飾区","東金町","３丁目",1388,1360,1338,621,-,699,18,22,28,-,2602,2528,2477,1507,-,948,22,51,74,-,1.8746397695,1.8588235294,1.8512705531,2.4267310789,-,1.3562231760,1.2222222222,2.3181818182,2.6428571429,-
3617,"13122","025004","3","","","","東京都","葛飾区","東金町","４丁目",1308,1304,1289,682,109,486,12,15,4,-,2856,2846,2808,1820,235,736,17,38,10,-,2.1834862385,2.1825153374,2.1784328937,2.6686217009,2.1559633028,1.5144032922,1.4166666667,2.5333333333,2.5000000000,-
3618,"13122","025005","3","","","","東京都","葛飾区","東金町","５丁目",1649,1645,1636,879,83,669,5,9,4,-,3758,3752,3736,2412,162,1145,17,16,6,-,2.2789569436,2.2808510638,2.2836185819,2.7440273038,1.9518072289,1.7115097160,3.4000000000,1.7777777778,1.5000000000,-
3619,"13122","025006","3","","","","東京都","葛飾区","東金町","６丁目",1087,1079,1072,757,-,286,29,7,8,-,2381,2368,2358,1871,-,434,53,10,13,-,2.1904323827,2.1946246525,2.1996268657,2.4715984148,-,1.5174825175,1.8275862069,1.4285714286,1.6250000000,-
3620,"13122","025007","3","","","","東京都","葛飾区","東金町","７丁目",696,694,687,415,6,261,5,7,2,-,1679,1677,1661,1092,21,542,6,16,2,-,2.4123563218,2.4164265130,2.4177583697,2.6313253012,3.5000000000,2.0766283525,1.2000000000,2.2857142857,1.0000000000,-
3621,"13122","025008","3","","","","東京都","葛飾区","東金町","８丁目",298,297,294,228,-,66,-,3,1,-,833,831,826,690,-,136,-,5,2,-,2.7953020134,2.7979797980,2.8095238095,3.0263157895,-,2.0606060606,-,1.6666666667,2.0000000000,-
3622,"13122","0260","2","","","","東京都","葛飾区","水元","",5015,4979,4909,3460,22,1396,31,70,36,-,12779,12718,12593,9513,46,2962,72,125,61,-,2.5481555334,2.5543281783,2.5652882461,2.7494219653,2.0909090909,2.1217765043,2.3225806452,1.7857142857,1.6944444444,-
3623,"13122","026001","3","","","","東京都","葛飾区","水元","１丁目",941,938,926,703,22,194,7,12,3,-,2442,2439,2413,1963,46,385,19,26,3,-,2.5951115834,2.6002132196,2.6058315335,2.7923186344,2.0909090909,1.9845360825,2.7142857143,2.1666666667,1.0000000000,-
3624,"13122","026002","3","","","","東京都","葛飾区","水元","２丁目",1153,1147,1122,824,-,291,7,25,6,-,2879,2866,2831,2230,-,594,7,35,13,-,2.4969644406,2.4986922406,2.5231729055,2.7063106796,-,2.0412371134,1.0000000000,1.4000000000,2.1666666667,-
3625,"13122","026003","3","","","","東京都","葛飾区","水元","３丁目",1210,1189,1175,889,-,277,9,14,21,-,3047,3023,2994,2361,-,613,20,29,24,-,2.5181818182,2.5424726661,2.5480851064,2.6557930259,-,2.2129963899,2.2222222222,2.0714285714,1.1428571429,-
3626,"13122","026004","3","","","","東京都","葛飾区","水元","４丁目",1130,1125,1119,650,-,463,6,6,5,-,2986,2969,2959,1882,-,1055,22,10,17,-,2.6424778761,2.6391111111,2.6443252904,2.8953846154,-,2.2786177106,3.6666666667,1.6666666667,3.4000000000,-
3627,"13122","026005","3","","","","東京都","葛飾区","水元","５丁目",581,580,567,394,-,171,2,13,1,-,1425,1421,1396,1077,-,315,4,25,4,-,2.4526678141,2.4500000000,2.4620811287,2.7335025381,-,1.8421052632,2.0000000000,1.9230769231,4.0000000000,-
3628,"13122","0270","2","","","","東京都","葛飾区","水元公園","",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3629,"13122","0280","2","","","","東京都","葛飾区","東水元","",3627,3614,3584,2173,22,1355,34,30,13,-,9074,9042,8982,6234,67,2585,96,60,32,-,2.5017921147,2.5019369120,2.5061383929,2.8688449149,3.0454545455,1.9077490775,2.8235294118,2.0000000000,2.4615384615,-
3630,"13122","028001","3","","","","東京都","葛飾区","東水元","１丁目",813,807,804,492,8,298,6,3,6,-,1855,1841,1835,1306,26,485,18,6,14,-,2.2816728167,2.2812887237,2.2823383085,2.6544715447,3.2500000000,1.6275167785,3.0000000000,2.0000000000,2.3333333333,-
3631,"13122","028002","3","","","","東京都","葛飾区","東水元","２丁目",992,991,979,451,-,511,17,12,1,-,2319,2317,2296,1250,-,996,50,21,2,-,2.3377016129,2.3380423814,2.3452502554,2.7716186253,-,1.9491193738,2.9411764706,1.7500000000,2.0000000000,-
3632,"13122","028003","3","","","","東京都","葛飾区","東水元","３丁目",545,543,538,339,7,189,3,5,2,-,1341,1335,1325,955,17,344,9,10,6,-,2.4605504587,2.4585635359,2.4628252788,2.8171091445,2.4285714286,1.8201058201,3.0000000000,2.0000000000,3.0000000000,-
3633,"13122","028004","3","","","","東京都","葛飾区","東水元","４丁目",392,389,386,276,7,102,1,3,3,-,1119,1111,1105,868,24,211,2,6,8,-,2.8545918367,2.8560411311,2.8626943005,3.1449275362,3.4285714286,2.0686274510,2.0000000000,2.0000000000,2.6666666667,-
3634,"13122","028005","3","","","","東京都","葛飾区","東水元","５丁目",732,731,726,509,-,210,7,5,1,-,2054,2052,2040,1573,-,450,17,12,2,-,2.8060109290,2.8071135431,2.8099173554,3.0903732809,-,2.1428571429,2.4285714286,2.4000000000,2.0000000000,-
3635,"13122","028006","3","","","","東京都","葛飾区","東水元","６丁目",153,153,151,106,-,45,-,2,-,-,386,386,381,282,-,99,-,5,-,-,2.5228758170,2.5228758170,2.5231788079,2.6603773585,-,2.2000000000,-,2.5000000000,-,-
3636,"13122","0290","2","","","","東京都","葛飾区","南水元","",5657,5633,5597,3134,1383,1054,26,36,24,-,13572,13526,13435,8687,2876,1812,60,91,46,-,2.3991514937,2.4012071720,2.4003930677,2.7718570517,2.0795372379,1.7191650854,2.3076923077,2.5277777778,1.9166666667,-
3637,"13122","029001","3","","","","東京都","葛飾区","南水元","１丁目",1666,1655,1643,600,744,291,8,12,11,-,3721,3706,3674,1624,1553,482,15,32,15,-,2.2334933974,2.2392749245,2.2361533780,2.7066666667,2.0873655914,1.6563573883,1.8750000000,2.6666666667,1.3636363636,-
3638,"13122","029002","3","","","","東京都","葛飾区","南水元","２丁目",1150,1144,1133,815,-,313,5,11,6,-,2805,2789,2760,2195,-,554,11,29,16,-,2.4391304348,2.4379370629,2.4360105914,2.6932515337,-,1.7699680511,2.2000000000,2.6363636364,2.6666666667,-
3639,"13122","029003","3","","","","東京都","葛飾区","南水元","３丁目",1412,1411,1411,756,639,11,5,-,1,-,3734,3733,3733,2355,1323,40,15,-,1,-,2.6444759207,2.6456413891,2.6456413891,3.1150793651,2.0704225352,3.6363636364,3.0000000000,-,1.0000000000,-
3640,"13122","029004","3","","","","東京都","葛飾区","南水元","４丁目",1429,1423,1410,963,-,439,8,13,6,-,3312,3298,3268,2513,-,736,19,30,14,-,2.3177046886,2.3176387913,2.3177304965,2.6095534787,-,1.6765375854,2.3750000000,2.3076923077,2.3333333333,-
3641,"13122","0300","2","","","","東京都","葛飾区","西水元","",4571,4524,4469,3083,326,1048,12,55,47,-,11750,11679,11577,8859,709,1974,35,102,71,-,2.5705534894,2.5815649867,2.5905124189,2.8734998378,2.1748466258,1.8835877863,2.9166666667,1.8545454545,1.5106382979,-
3642,"13122","030001","3","","","","東京都","葛飾区","西水元","１丁目",763,742,730,538,-,188,4,12,21,-,1909,1880,1858,1476,-,372,10,22,29,-,2.5019659240,2.5336927224,2.5452054795,2.7434944238,-,1.9787234043,2.5000000000,1.8333333333,1.3809523810,-
3643,"13122","030002","3","","","","東京都","葛飾区","西水元","２丁目",956,952,942,688,41,209,4,10,4,-,2521,2517,2505,1994,110,388,13,12,4,-,2.6370292887,2.6439075630,2.6592356688,2.8982558140,2.6829268293,1.8564593301,3.2500000000,1.2000000000,1.0000000000,-
3644,"13122","030003","3","","","","東京都","葛飾区","西水元","３丁目",1147,1131,1112,807,-,305,-,19,16,-,3042,3019,2977,2350,-,627,-,42,23,-,2.6521360070,2.6693191866,2.6771582734,2.9120198265,-,2.0557377049,-,2.2105263158,1.4375000000,-
3645,"13122","030004","3","","","","東京都","葛飾区","西水元","４丁目",419,418,417,325,-,92,-,1,1,-,1121,1117,1116,946,-,170,-,1,4,-,2.6754176611,2.6722488038,2.6762589928,2.9107692308,-,1.8478260870,-,1.0000000000,4.0000000000,-
3646,"13122","030005","3","","","","東京都","葛飾区","西水元","５丁目",672,671,667,258,285,122,2,4,1,-,1556,1551,1544,739,599,200,6,7,5,-,2.3154761905,2.3114754098,2.3148425787,2.8643410853,2.1017543860,1.6393442623,3.0000000000,1.7500000000,5.0000000000,-
3647,"13122","030006","3","","","","東京都","葛飾区","西水元","６丁目",614,610,601,467,-,132,2,9,4,-,1601,1595,1577,1354,-,217,6,18,6,-,2.6074918567,2.6147540984,2.6239600666,2.8993576017,-,1.6439393939,3.0000000000,2.0000000000,1.5000000000,-
3648,"13123","","1","","","","東京都","江戸川区","","",308862,302663,298834,139998,24541,124228,10067,3829,6199,-,674910,667294,660704,375135,54724,208641,22204,6590,7616,-,2.1851506498,2.2047425685,2.2109398529,2.6795739939,2.2299009820,1.6795005957,2.2056223304,1.7210759990,1.2285852557,-
3649,"13123","0011","2","","","","東京都","江戸川区","小松川","",5911,5894,5866,2302,3219,243,102,28,17,-,14734,14693,14644,6392,7221,717,314,49,41,-,2.4926408391,2.4928741093,2.4964200477,2.7767158992,2.2432432432,2.9506172840,3.0784313725,1.7500000000,2.4117647059,-
3650,"13123","001101","3","","","","東京都","江戸川区","小松川","１丁目",2281,2273,2259,393,1691,113,62,14,8,-,5334,5320,5305,888,3931,313,173,15,14,-,2.3384480491,2.3405191377,2.3483842408,2.2595419847,2.3246599645,2.7699115044,2.7903225806,1.0714285714,1.7500000000,-
3651,"13123","001102","3","","","","東京都","江戸川区","小松川","２丁目",1995,1990,1981,899,969,92,21,9,5,-,4887,4874,4856,2406,2092,283,75,18,13,-,2.4496240602,2.4492462312,2.4512872287,2.6763070078,2.1589267286,3.0760869565,3.5714285714,2.0000000000,2.6000000000,-
3652,"13123","001103","3","","","","東京都","江戸川区","小松川","３丁目",1635,1631,1626,1010,559,38,19,5,4,-,4513,4499,4483,3098,1198,121,66,16,14,-,2.7602446483,2.7584304108,2.7570725707,3.0673267327,2.1431127013,3.1842105263,3.4736842105,3.2000000000,3.5000000000,-
3653,"13123","0012","2","","","","東京都","江戸川区","小松川","",639,638,621,363,-,242,16,17,1,-,1442,1440,1405,968,-,396,41,35,2,-,2.2566510172,2.2570532915,2.2624798712,2.6666666667,-,1.6363636364,2.5625000000,2.0588235294,2.0000000000,-
3654,"13123","001203","3","","","","東京都","江戸川区","小松川","３丁目",125,125,122,74,-,48,-,3,-,-,273,273,267,203,-,64,-,6,-,-,2.1840000000,2.1840000000,2.1885245902,2.7432432432,-,1.3333333333,-,2.0000000000,-,-
3655,"13123","001204","3","","","","東京都","江戸川区","小松川","４丁目",514,513,499,289,-,194,16,14,1,-,1169,1167,1138,765,-,332,41,29,2,-,2.2743190661,2.2748538012,2.2805611222,2.6470588235,-,1.7113402062,2.5625000000,2.0714285714,2.0000000000,-
3656,"13123","0020","2","","","","東京都","江戸川区","平井","",19827,19555,19183,8602,2162,7863,556,372,272,-,39577,39204,38622,21565,4072,11795,1190,582,373,-,1.9961164069,2.0048069547,2.0133451494,2.5069751221,1.8834412581,1.5000635890,2.1402877698,1.5645161290,1.3713235294,-
3657,"13123","002001","3","","","","東京都","江戸川区","平井","１丁目",1690,1669,1638,906,-,693,39,31,21,-,3366,3330,3280,2209,-,1008,63,50,36,-,1.9917159763,1.9952067106,2.0024420024,2.4381898455,-,1.4545454545,1.6153846154,1.6129032258,1.7142857143,-
3658,"13123","002002","3","","","","東京都","江戸川区","平井","２丁目",2005,1921,1880,1155,-,676,49,41,84,-,4110,4022,3943,2880,-,994,69,79,88,-,2.0498753117,2.0937011973,2.0973404255,2.4935064935,-,1.4704142012,1.4081632653,1.9268292683,1.0476190476,-
3659,"13123","002003","3","","","","東京都","江戸川区","平井","３丁目",3265,3233,3166,833,1171,1120,42,67,32,-,5799,5743,5647,1946,1960,1677,64,96,56,-,1.7761102603,1.7763686978,1.7836386608,2.3361344538,1.6737830914,1.4973214286,1.5238095238,1.4328358209,1.7500000000,-
3660,"13123","002004","3","","","","東京都","江戸川区","平井","４丁目",3017,2979,2935,1353,49,1444,89,44,38,-,6053,5994,5930,3262,91,2356,221,64,59,-,2.0062976467,2.0120845921,2.0204429302,2.4109386548,1.8571428571,1.6315789474,2.4831460674,1.4545454545,1.5526315789,-
3661,"13123","002005","3","","","","東京都","江戸川区","平井","５丁目",2316,2301,2256,920,-,1263,73,45,15,-,4090,4065,3992,2067,-,1817,108,73,25,-,1.7659758204,1.7666232073,1.7695035461,2.2467391304,-,1.4386381631,1.4794520548,1.6222222222,1.6666666667,-
3662,"13123","002006","3","","","","東京都","江戸川区","平井","６丁目",3689,3618,3557,1421,173,1923,40,61,71,-,6810,6723,6623,3521,341,2690,71,100,87,-,1.8460287341,1.8582089552,1.8619623278,2.4778325123,1.9710982659,1.3988559542,1.7750000000,1.6393442623,1.2253521127,-
3663,"13123","002007","3","","","","東京都","江戸川区","平井","７丁目",3845,3834,3751,2014,769,744,224,83,11,-,9349,9327,9207,5680,1680,1253,594,120,22,-,2.4314694408,2.4327073552,2.4545454545,2.8202581927,2.1846553966,1.6841397849,2.6517857143,1.4457831325,2.0000000000,-
3664,"13123","0030","2","","","","東京都","江戸川区","中央","",6137,6040,5973,3597,439,1772,165,67,97,-,14027,13905,13751,9634,632,3020,465,154,122,-,2.2856444517,2.3021523179,2.3021932027,2.6783430637,1.4396355353,1.7042889391,2.8181818182,2.2985074627,1.2577319588,-
