"Year","fixed_acidity","volatile_acidity","citric_acid","residual_sugar","chlorides","free_sulfur_dioxide","total_sulfur_dioxide","density","pH","sulphates","alcohol","quality","colour","ROLE","alpha"
"2002","7.6","0.27","0.52","3.2","0.043","28","152","0.99129","3.02","0.53","11.4","6","WHITE","TEST","0.26746314321644"
"2004","7.7","0.25","0.49","2.5","0.047","31","169","0.99252","3.07","0.57","10.6","6","WHITE","TRAIN","0.92228209343738"
"2001","7.6","0.35","0.46","14.7","0.047","33","151","0.99709","3.03","0.53","10.3","5","WHITE","VALIDATE","0.42685675714164"
"2003","6.9","0.3","0.36","4.5","0.054","31","203","0.99513","3.4","0.57","10.4","4","WHITE","TEST","0.2126629143022"
"2003","6.7","0.24","0.46","2.2","0.033","19","111","0.99045","3.1","0.62","11.9","6","WHITE","TEST","0.16609559906646"
"2001","6.5","0.23","0.39","1.9","0.036","41","98","0.99","3.19","0.43","11.9","7","WHITE","VALIDATE","0.44197609415277"
"2005","7.6","0.23","0.34","1.6","0.043","24","129","0.99305","3.12","0.7","10.4","5","WHITE","TRAIN","0.97700150916352"
"2004","6.5","0.24","0.39","17.3","0.052","22","126","0.99888","3.11","0.47","9.2","6","WHITE","TEST","0.13384139258414"
"2004","6.3","0.17","0.32","4.2","0.04","37","117","0.99182","3.24","0.43","11.3","6","WHITE","TEST","0.0892943276558"
"2004","6.3","0.17","0.32","4.2","0.04","37","117","0.99182","3.24","0.43","11.3","6","WHITE","TEST","0.08561133570037"
"2002","6.7","0.21","0.37","2.5","0.034","35","89","0.9913","3.25","0.5","11","7","WHITE","TRAIN","0.73710090364329"
"2005","6.5","0.23","0.39","1.9","0.036","41","98","0.99","3.19","0.43","11.9","7","WHITE","TRAIN","0.97426155651919"
"2000","5.9","0.28","0.39","1.4","0.031","47","147","0.98836","3.08","0.64","12.9","7","WHITE","VALIDATE","0.45581030822359"
"2003","5.9","0.19","0.37","0.8","0.027","3","21","0.9897","3.09","0.31","10.8","5","WHITE","TRAIN","0.80946731031872"
"2003","6.2","0.25","0.42","8","0.049","53","206","0.99586","3.16","0.47","9.1","6","WHITE","TRAIN","0.75736170704476"
"2003","7.6","0.23","0.34","1.6","0.043","24","129","0.99305","3.12","0.7","10.4","5","WHITE","TRAIN","0.79583987034857"
"2003","5.6","0.18","0.27","1.7","0.03","31","103","0.98892","3.35","0.37","12.9","6","WHITE","TEST","0.18747467151843"
"2004","5.5","0.18","0.22","5.5","0.037","10","86","0.99156","3.46","0.44","12.2","5","WHITE","TEST","0.0826695789583"
"2002","6.5","0.24","0.39","17.3","0.052","22","126","0.99888","3.11","0.47","9.2","6","WHITE","TEST","0.25039241835474"
"2004","7.4","0.23","0.38","8.6","0.052","41","150","0.99534","3.06","0.46","10.3","5","WHITE","TRAIN","0.92563857370987"
"2001","7.2","0.17","0.37","6.9","0.059","47","128","0.99322","3.08","0.46","11","7","WHITE","VALIDATE","0.3614735819865"
"2001","7.6","0.3","0.38","2.1","0.043","10","98","0.99296","3.17","0.65","11","5","WHITE","VALIDATE","0.36885263188742"
"2000","5","0.24","0.21","2.2","0.039","31","100","0.99098","3.69","0.62","11.7","6","WHITE","VALIDATE","0.49951063515618"
"2002","6.1","0.21","0.38","1.5","0.039","37","122","0.98972","3.2","0.43","12","6","WHITE","TRAIN","0.67582227406091"
"2003","6.5","0.33","0.38","2.5","0.047","30","148","0.98964","3.17","0.43","12.7","6","WHITE","TEST","0.23219551774673"
"2000","6.3","0.35","0.26","17.6","0.061","59","198","0.99918","3.11","0.49","8.8","5","WHITE","VALIDATE","0.48191595403477"
"2002","6.3","0.17","0.32","4.2","0.04","37","117","0.99182","3.24","0.43","11.3","6","WHITE","TRAIN","0.6767475369852"
"2002","6.6","0.25","0.35","2.9","0.034","38","121","0.99008","3.19","0.4","12.8","6","WHITE","VALIDATE","0.34014228940941"
"2000","6.5","0.16","0.33","4.8","0.043","45","114","0.992","3.18","0.44","11.2","6","WHITE","VALIDATE","0.47640842245891"
"2002","6.6","0.39","0.39","11.9","0.057","51","221","0.99851","3.26","0.51","8.9","6","WHITE","VALIDATE","0.30191873409785"
"2004","5.6","0.19","0.27","0.9","0.04","52","103","0.99026","3.5","0.39","11.2","5","WHITE","TRAIN","0.88894557021558"
"2000","6.2","0.25","0.39","1.3","0.051","42","135","0.9906","3.23","0.4","11.1","6","WHITE","VALIDATE","0.48363541672006"
"2001","6.9","0.22","0.43","6.4","0.042","34","115","0.99293","3.05","0.51","10.8","6","WHITE","TRAIN","0.62706248974427"
"2003","6.2","0.19","0.29","4.3","0.045","33","126","0.99658","3.18","0.42","9.3","6","WHITE","TRAIN","0.82510799984447"
"2004","6.6","0.39","0.39","11.9","0.057","51","221","0.99851","3.26","0.51","8.9","6","WHITE","TEST","0.05017605074681"
"2002","5.9","0.33","0.32","8.1","0.038","9","34","0.9911","3.22","0.36","12.7","7","WHITE","TRAIN","0.70109215006232"
"2001","7.8","0.17","0.5","1.3","0.045","35","140","0.9904","3.16","0.4","12","6","WHITE","VALIDATE","0.37235748767852"
"2005","5.5","0.19","0.27","0.9","0.04","52","103","0.99026","3.5","0.39","11.2","5","WHITE","TEST","0.02765739406459"
"2003","6.2","0.23","0.36","17.2","0.039","37","130","0.99946","3.23","0.43","8.8","6","WHITE","TEST","0.19328923220746"
"2002","6.2","0.23","0.36","17.2","0.039","37","130","0.99946","3.23","0.43","8.8","6","WHITE","VALIDATE","0.32222286215983"
"2001","6.2","0.23","0.36","17.2","0.039","37","130","0.99946","3.23","0.43","8.8","6","WHITE","TRAIN","0.58306813728995"
"2000","7.2","0.32","0.4","8.7","0.038","45","154","0.99568","3.2","0.47","10.4","6","WHITE","VALIDATE","0.48463224177248"
"2001","6.2","0.23","0.36","17.2","0.039","37","130","0.99946","3.23","0.43","8.8","6","WHITE","VALIDATE","0.44279861496761"
"2002","7.2","0.32","0.4","8.7","0.038","45","154","0.99568","3.2","0.47","10.4","6","WHITE","VALIDATE","0.31225949130021"
"2004","5.8","0.39","0.47","7.5","0.027","12","88","0.9907","3.38","0.45","14","6","WHITE","TEST","0.0952439631801"
"2005","6.2","0.23","0.36","17.2","0.039","37","130","0.99946","3.23","0.43","8.8","6","WHITE","TRAIN","0.98505787202157"
"2004","7.6","0.25","1.23","4.6","0.035","51","294","0.99018","3.03","0.43","13.1","6","WHITE","TRAIN","0.93407506425865"
"2004","5.8","0.29","0.33","3.7","0.029","30","88","0.98994","3.25","0.42","12.3","6","WHITE","TRAIN","0.94605846237391"
"2000","7.2","0.4","0.38","2.2","0.03","40","109","0.99075","3.27","0.46","12.6","6","WHITE","VALIDATE","0.4679749617353"
"2004","6.8","0.39","0.34","7.4","0.02","38","133","0.99212","3.18","0.44","12","7","WHITE","TEST","0.07992546027526"
"2003","6.1","0.17","0.42","15.1","0.033","28","124","0.99684","2.87","0.47","9.5","5","WHITE","TRAIN","0.75506914290599"
"2001","6.8","0.39","0.34","7.4","0.02","38","133","0.99212","3.18","0.44","12","7","WHITE","VALIDATE","0.37081756372936"
"2001","7.1","0.36","0.37","4.8","0.019","39","114","0.99036","3.08","0.49","12.7","7","WHITE","VALIDATE","0.41409300873056"
"2002","6.9","0.19","0.32","7.9","0.042","30","130","0.99456","3.4","0.39","10.5","6","WHITE","VALIDATE","0.30797760817222"
"2003","6.5","0.34","0.46","1","0.023","6","80","0.98865","3.15","0.54","12.9","6","WHITE","TRAIN","0.79734362103045"
"2001","6.1","0.17","0.42","15.1","0.033","28","124","0.99684","2.87","0.47","9.5","5","WHITE","VALIDATE","0.38490208797156"
"2002","6.8","0.39","0.34","7.4","0.02","38","133","0.99212","3.18","0.44","12","7","WHITE","TRAIN","0.74469809187576"
"2000","7.1","0.36","0.37","4.8","0.019","39","114","0.99036","3.08","0.49","12.7","7","WHITE","TRAIN","0.52085068100132"
"2001","7.8","0.3","0.36","4.6","0.024","20","198","0.99222","3.06","0.66","11.9","6","WHITE","TRAIN","0.56366148474626"
"2001","6.1","0.68","0.52","1.4","0.037","32","123","0.99022","3.24","0.45","12","6","WHITE","TRAIN","0.61342157330363"
"2003","5.2","0.34","0.37","6.2","0.031","42","133","0.99076","3.25","0.41","12.5","6","WHITE","TEST","0.24279772979207"
"2003","5.6","0.28","0.4","6.1","0.034","36","118","0.99144","3.21","0.43","12.1","7","WHITE","TRAIN","0.80135704996064"
"2002","6.2","0.19","0.38","5.1","0.019","22","82","0.98961","3.05","0.36","12.5","6","WHITE","TRAIN","0.73203414073213"
"2002","5.7","0.16","0.26","6.3","0.043","28","113","0.9936","3.06","0.58","9.9","6","WHITE","TRAIN","0.65539730270393"
"2000","7.6","0.17","0.46","0.9","0.036","63","147","0.99126","3.02","0.41","10.7","6","WHITE","TRAIN","0.5079617104493"
"2003","7.3","0.2","0.39","2.3","0.048","24","87","0.99044","2.94","0.35","12","6","WHITE","TRAIN","0.83918171213008"
"2002","6.7","0.33","0.36","6.6","0.042","34","116","0.99123","2.97","0.31","12.2","8","WHITE","TEST","0.27767941565252"
"2005","6.7","0.33","0.34","7.5","0.036","39","124","0.99123","2.99","0.32","12.4","8","WHITE","TRAIN","0.98977341945283"
"2003","6.9","0.36","0.35","8.6","0.038","37","125","0.9916","3","0.32","12.4","8","WHITE","TRAIN","0.82463665166869"
"2003","7.8","0.21","0.34","11.9","0.039","55","140","0.9959","3.02","0.31","10.3","6","WHITE","TRAIN","0.76128729153424"
"2003","7.3","0.2","0.39","2.3","0.048","24","87","0.99044","2.94","0.35","12","6","WHITE","TRAIN","0.75088239251635"
"2001","5.6","0.41","0.22","7.1","0.05","44","154","0.9931","3.3","0.4","10.5","5","WHITE","TRAIN","0.64529699226841"
"2001","7.6","0.15","0.35","4.3","0.051","23","98","0.99422","3.1","0.44","9.5","6","WHITE","VALIDATE","0.362329833908"
"2003","8.5","0.2","0.4","1.1","0.046","31","106","0.99194","3","0.35","10.5","4","WHITE","TRAIN","0.77030594577081"
"2004","6.5","0.24","0.38","1","0.027","31","90","0.98926","3.24","0.36","12.3","6","WHITE","TEST","0.12316731060855"
"2001","8.3","0.16","0.37","7.9","0.025","38","107","0.99306","2.93","0.37","11.9","6","WHITE","TRAIN","0.61160381138324"
"2004","5.5","0.12","0.33","1","0.038","23","131","0.99164","3.25","0.45","9.8","5","WHITE","TRAIN","0.85680933739058"
"2004","6.5","0.24","0.38","1","0.027","31","90","0.98926","3.24","0.36","12.3","6","WHITE","TEST","0.11674954090267"
"2002","6.2","0.1","0.41","1","0.04","17","76","0.98988","3.14","0.56","11.4","7","WHITE","TRAIN","0.74118990520946"
"2001","6.5","0.21","0.4","7.3","0.041","49","115","0.99268","3.21","0.43","11","6","WHITE","VALIDATE","0.41251058876514"
"2000","8.7","0.3","0.59","1.7","0.046","10","70","0.99373","3.06","0.56","10.8","4","WHITE","TRAIN","0.51378280157223"
"2003","6.7","0.18","0.37","1.3","0.027","42","125","0.98939","3.24","0.37","12.8","7","WHITE","TEST","0.16587682114914"
"2003","7","0.17","0.36","6.4","0.055","42","123","0.99318","3.11","0.5","11","8","WHITE","TRAIN","0.76374208927154"
"2003","6.6","0.19","0.33","1.8","0.035","42","148","0.99196","3.15","0.36","10.2","5","WHITE","TRAIN","0.79854608094319"
"2005","5.8","0.28","0.3","1.5","0.026","31","114","0.98952","3.32","0.6","12.5","7","WHITE","TEST","0.02425069338642"
"2004","7.6","0.24","0.44","3.8","0.037","49","146","0.9911","3.06","0.37","11.6","6","WHITE","TRAIN","0.87193021178245"
"2005","8.3","0.16","0.37","7.9","0.025","38","107","0.99306","2.93","0.37","11.9","6","WHITE","TRAIN","0.99534128047525"
"2000","5.5","0.12","0.33","1","0.038","23","131","0.99164","3.25","0.45","9.8","5","WHITE","VALIDATE","0.47318072919733"
"2002","5.7","0.16","0.32","1.2","0.036","7","89","0.99111","3.26","0.48","11","5","WHITE","TRAIN","0.6691099118907"
"2005","7","0.21","0.42","5.3","0.037","36","123","0.99321","3.14","0.52","10.9","6","WHITE","TRAIN","0.96707737352699"
"2001","6.4","0.22","0.38","9.1","0.044","35","127","0.99326","2.97","0.3","11","7","WHITE","VALIDATE","0.39142330852337"
"2003","7.9","0.34","0.44","6.5","0.027","47","126","0.99124","2.96","0.37","12.5","6","WHITE","TRAIN","0.78708517178893"
"2000","6.4","0.22","0.38","9.1","0.044","35","127","0.99326","2.97","0.3","11","7","WHITE","TRAIN","0.53765099402517"
"2002","6.8","0.21","0.4","6.3","0.032","40","121","0.99214","3.18","0.53","12","7","WHITE","TEST","0.25711326603777"
"2004","5.2","0.31","0.36","5.1","0.031","46","145","0.9897","3.14","0.31","12.4","7","WHITE","TEST","0.07240302255377"
"2005","7.9","0.34","0.44","6.5","0.027","47","126","0.99124","2.96","0.37","12.5","6","WHITE","TEST","0.01872840314172"
"2002","5.6","0.42","0.34","2.4","0.022","34","97","0.98915","3.22","0.38","12.8","7","WHITE","TRAIN","0.68727326928637"
"2001","6.4","0.22","0.38","9.1","0.044","35","127","0.99326","2.97","0.3","11","7","WHITE","TRAIN","0.62054167245514"
"2003","6.8","0.28","0.34","7.5","0.035","34","177","0.99692","3.33","0.43","9.1","5","WHITE","TEST","0.20542298303917"
"2001","6.8","0.45","0.36","5","0.033","28","156","0.991","3.11","0.4","12.4","7","WHITE","TRAIN","0.58625216782093"
"2001","6.6","0.29","0.39","6.75","0.031","22","98","0.9913","3.15","0.8","12.9","7","WHITE","TRAIN","0.56748399580828"
"2003","6.8","0.21","0.42","1.2","0.045","24","126","0.99234","3.09","0.87","10.9","6","WHITE","TRAIN","0.83937284839339"
"2002","6.8","0.25","0.24","1.6","0.045","39","164","0.99402","3.53","0.58","10.8","5","WHITE","TRAIN","0.72416975162923"
"2005","6.4","0.21","0.34","16.05","0.04","56","142","0.99678","3.11","0.38","10.6","5","WHITE","TEST","0.02727872831746"
"2003","5.8","0.33","0.23","5","0.053","29","106","0.99458","3.13","0.52","9","5","WHITE","TEST","0.20735733839683"
"2001","8.2","0.3","0.44","12.4","0.043","52","154","0.99452","3.04","0.33","12","6","WHITE","TRAIN","0.60545357293449"
"2002","6.4","0.24","0.32","0.95","0.041","23","131","0.99033","3.25","0.35","11.8","5","WHITE","TEST","0.25271960604004"
"2001","7.5","0.18","0.45","4.6","0.041","67","158","0.9927","3.01","0.38","10.6","6","WHITE","VALIDATE","0.41069511556997"
"2005","5.2","0.335","0.2","1.7","0.033","17","74","0.99002","3.34","0.48","12.3","6","WHITE","TRAIN","0.95364300673827"
"2001","7.1","0.14","0.33","1","0.104","20","54","0.99057","3.19","0.64","11.5","6","WHITE","VALIDATE","0.41671682638116"
"2002","7.2","0.13","0.46","1.3","0.044","48","111","0.99127","2.97","0.45","11.1","5","WHITE","TEST","0.29272643150761"
"2000","5.8","0.33","0.23","5","0.053","29","106","0.99458","3.13","0.52","9","5","WHITE","VALIDATE","0.4911640076898"
"2000","6.5","0.29","0.25","2.5","0.142","8","111","0.9927","3","0.44","9.9","4","WHITE","TRAIN","0.50373814534395"
"2005","6.2","0.35","0.31","2.6","0.036","37","92","0.98938","3.27","0.53","12.8","7","WHITE","TRAIN","0.99652899592183"
"2002","9","0.38","0.53","2.1","0.102","19","76","0.99001","2.93","0.57","12.9","5","WHITE","TEST","0.25500752171501"
"2001","6.6","0.24","0.38","12.75","0.034","8","74","0.99386","3.1","0.57","12.9","6","WHITE","VALIDATE","0.39300541672855"
"2002","10","0.35","0.45","2.5","0.092","20","88","0.99918","3.15","0.43","9.4","5","RED","TRAIN","0.70592766022309"
"2002","7.7","0.6","0.06","2","0.079","19","41","0.99697","3.39","0.62","10.1","6","RED","TEST","0.27403748710639"
"2005","5.6","0.66","0","2.2","0.087","3","11","0.99378","3.71","0.63","12.8","7","RED","TEST","0.03221059637144"
"2001","5.6","0.66","0","2.2","0.087","3","11","0.99378","3.71","0.63","12.8","7","RED","VALIDATE","0.35401521902531"
"2000","8.9","0.84","0.34","1.4","0.05","4","10","0.99554","3.12","0.48","9.1","6","RED","VALIDATE","0.46482445555739"
"2004","6.4","0.69","0","1.65","0.055","7","12","0.99162","3.47","0.53","12.9","6","RED","TRAIN","0.91354135307483"
"2001","7.5","0.43","0.3","2.2","0.062","6","12","0.99495","3.44","0.72","11.5","7","RED","TRAIN","0.61519671208225"
"2001","9.9","0.35","0.38","1.5","0.058","31","47","0.99676","3.26","0.82","10.6","7","RED","TRAIN","0.63765526027418"
"2004","9.1","0.29","0.33","2.05","0.063","13","27","0.99516","3.26","0.84","11.7","7","RED","TRAIN","0.88837511162273"
"2004","6.8","0.36","0.32","1.8","0.067","4","8","0.9928","3.36","0.55","12.8","7","RED","TRAIN","0.90372651163488"
"2003","8.2","0.43","0.29","1.6","0.081","27","45","0.99603","3.25","0.54","10.3","5","RED","TRAIN","0.84879815112799"
"2004","6.8","0.36","0.32","1.8","0.067","4","8","0.9928","3.36","0.55","12.8","7","RED","TEST","0.11908234772272"
"2001","9.1","0.29","0.33","2.05","0.063","13","27","0.99516","3.26","0.84","11.7","7","RED","TRAIN","0.58522626105695"
"2000","9.1","0.3","0.34","2","0.064","12","25","0.99516","3.26","0.84","11.7","7","RED","TRAIN","0.51794557413086"
"2001","8.9","0.35","0.4","3.6","0.11","12","24","0.99549","3.23","0.7","12","7","RED","VALIDATE","0.41643531573936"
"2002","9.6","0.5","0.36","2.8","0.116","26","55","0.99722","3.18","0.68","10.9","5","RED","TRAIN","0.68437832850031"
"2005","8.9","0.28","0.45","1.7","0.067","7","12","0.99354","3.25","0.55","12.3","7","RED","TRAIN","0.9955485551618"
"2000","8.9","0.32","0.31","2","0.088","12","19","0.9957","3.17","0.55","10.4","6","RED","TRAIN","0.5346840256825"
"2001","7.7","1.005","0.15","2.1","0.102","11","32","0.99604","3.23","0.48","10","5","RED","TRAIN","0.58620356558822"
"2002","7.5","0.71","0","1.6","0.092","22","31","0.99635","3.38","0.58","10","6","RED","TEST","0.29117882344871"
"2004","8","0.58","0.16","2","0.12","3","7","0.99454","3.22","0.58","11.2","6","RED","TRAIN","0.88745730463415"
"2002","10.5","0.39","0.46","2.2","0.075","14","27","0.99598","3.06","0.84","11.4","6","RED","TRAIN","0.74548815307207"
"2002","8.9","0.38","0.4","2.2","0.068","12","28","0.99486","3.27","0.75","12.6","7","RED","VALIDATE","0.30530920927412"
"2005","8","0.18","0.37","0.9","0.049","36","109","0.99007","2.89","0.44","12.7","6","RED","TEST","0.01963574322871"
"2000","8","0.18","0.37","0.9","0.049","36","109","0.99007","2.89","0.44","12.7","6","RED","VALIDATE","0.48024812387302"
"2002","7","0.5","0.14","1.8","0.078","10","23","0.99636","3.53","0.61","10.4","5","RED","TRAIN","0.66538319317623"
"2002","11.3","0.36","0.66","2.4","0.123","3","8","0.99642","3.2","0.53","11.9","6","RED","VALIDATE","0.33866280526854"
"2003","11.3","0.36","0.66","2.4","0.123","3","8","0.99642","3.2","0.53","11.9","6","RED","TRAIN","0.75357808824628"
"2004","7","0.51","0.09","2.1","0.062","4","9","0.99584","3.35","0.54","10.5","5","RED","TRAIN","0.88877866487018"
"2004","8.2","0.32","0.42","2.3","0.098","3","9","0.99506","3.27","0.55","12.3","6","RED","TEST","0.06084619369357"
"2004","7.7","0.58","0.01","1.8","0.088","12","18","0.99568","3.32","0.56","10.5","7","RED","TRAIN","0.92950290208682"
"2004","8.6","0.83","0","2.8","0.095","17","43","0.99822","3.33","0.6","10.4","6","RED","TRAIN","0.93603430269286"
"2004","7.9","0.31","0.32","1.9","0.066","14","36","0.99364","3.41","0.56","12.6","6","RED","TEST","0.13324788352474"
"2002","6.4","0.795","0","2.2","0.065","28","52","0.99378","3.49","0.52","11.6","5","RED","VALIDATE","0.31119997636415"
"2004","7.2","0.34","0.21","2.5","0.075","41","68","0.99586","3.37","0.54","10.1","6","RED","TEST","0.05720159830525"
"2004","7.7","0.58","0.01","1.8","0.088","12","18","0.99568","3.32","0.56","10.5","7","RED","TRAIN","0.8748221010901"
"2002","7.1","0.59","0","2.1","0.091","9","14","0.99488","3.42","0.55","11.5","7","RED","TEST","0.26746314321644"
"2004","7.3","0.55","0.01","1.8","0.093","9","15","0.99514","3.35","0.58","11","7","RED","TRAIN","0.92228209343738"
"2001","8.1","0.82","0","4.1","0.095","5","14","0.99854","3.36","0.53","9.6","5","RED","VALIDATE","0.42685675714164"
"2003","7.5","0.57","0.08","2.6","0.089","14","27","0.99592","3.3","0.59","10.4","6","RED","TEST","0.2126629143022"
"2003","8.9","0.745","0.18","2.5","0.077","15","48","0.99739","3.2","0.47","9.7","6","RED","TEST","0.16609559906646"
"2001","10.1","0.37","0.34","2.4","0.085","5","17","0.99683","3.17","0.65","10.6","7","RED","VALIDATE","0.44197609415277"
"2005","7.6","0.31","0.34","2.5","0.082","26","35","0.99356","3.22","0.59","12.5","7","RED","TRAIN","0.97700150916352"
"2004","7.3","0.91","0.1","1.8","0.074","20","56","0.99672","3.35","0.56","9.2","5","RED","TEST","0.13384139258414"
"2004","8.7","0.41","0.41","6.2","0.078","25","42","0.9953","3.24","0.77","12.6","7","RED","TEST","0.0892943276558"
"2004","8.9","0.5","0.21","2.2","0.088","21","39","0.99692","3.33","0.83","11.1","6","RED","TEST","0.08561133570037"
"2002","7.4","0.965","0","2.2","0.088","16","32","0.99756","3.58","0.67","10.2","5","RED","TRAIN","0.73710090364329"
